PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Xu, YS; Huang, RQ; Han, J; Shen, SL				Xu, Ye-Shuang; Huang, Run-Qiu; Han, Jie; Shen, Shui-Long			Evaluation of allowable withdrawn volume of groundwater based on observed data	NATURAL HAZARDS			English	Article						Land subsidence; Groundwater withdrawn volume; Statistical analysis	LAND SUBSIDENCE; STRENGTH DEVELOPMENT; SHANGHAI; CLAY; URBANIZATION	To control land subsidence due to groundwater withdrawal, it is important to estimate allowable withdrawn volume of groundwater in a soft deposit. This technical note presents a simple approach for estimating the allowable withdrawn volume of a deposit. A regression analysis method was used based on measured land subsidence and recorded net withdrawn volume. This approach was proposed based on the principle of soil compression at different effective stresses, i.e. the soil compression is small when the consolidation stress is lower than the yield stress of the deposit, but large when the consolidation stress is higher than the yield stress. Two case studies are presented in this technical paper to demonstrate how to use the simple approach to estimate the allowable withdrawn volume.	[Xu, Ye-Shuang; Shen, Shui-Long] Shanghai Jiao Tong Univ, Dept Civil Engn, Shanghai 200240, Peoples R China; [Xu, Ye-Shuang; Huang, Run-Qiu; Shen, Shui-Long] Chengdu Univ Technol, State Key Lab Geohazard Prevent & Geoenvironm Pro, Chengdu, Peoples R China; [Han, Jie] Univ Kansas, Civil Environm & Architectural Engn CEAE Dept, Lawrence, KS 66045 USA; [Shen, Shui-Long] State Key Lab Ocean Engn, Shanghai 200240, Peoples R China	Shen, SL (reprint author), Shanghai Jiao Tong Univ, Dept Civil Engn, Shanghai 200240, Peoples R China.	xuyeshuang@sjtu.edu.cn; hrq@cdut.edu.cn; jiehan@ku.edu; slshen@sjtu.edu.cn	Han, Jie/C-7500-2011		National Nature Science Foundation of China (NSFC) [41102175]; Open Foundation Project of the State Key Laboratory of Geohazard Prevention and Geoenvironment Protection [SKLGP2012K029]; Shanghai Jiao Tong University	The research work described herein was funded by the National Nature Science Foundation of China (NSFC) (Grant No. 41102175). This work is also funded by the Open Foundation Project of the State Key Laboratory of Geohazard Prevention and Geoenvironment Protection (Grant No. SKLGP2012K029). It is also supported by the starting funding of young faculty members of Shanghai Jiao Tong University. These financial supports are gratefully acknowledged.		34	24	24	0	34	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0921-030X			NAT HAZARDS	Nat. Hazards	JUN	2013	67	2					513	522		10.1007/s11069-013-0576-3		10	Geosciences, Multidisciplinary; Meteorology & Atmospheric Sciences; Water Resources	Geology; Meteorology & Atmospheric Sciences; Water Resources	138FN	WOS:000318494300019		
J	Zhu, X; Xu, Q; Zhou, JB; Tang, MG				Zhu, Xing; Xu, Qiang; Zhou, Jianbin; Tang, Minggao			Experimental study of infrasonic signal generation during rock fracture under uniaxial compression	INTERNATIONAL JOURNAL OF ROCK MECHANICS AND MINING SCIENCES			English	Article						Infrasonic signals; Rock micro fracture; Time-frequency distribution; Brittle fracture	STFT	The low frequency infrasonic signals generated during micro fracture process of six types of rocks (including granite, mudstone, sandstone, phyllite, limestone and red sandstone) under uniaxial compression were detected. A specialized data collection system was developed for infrasonic signals sensing and analog-to-digital conversion. The wavelet-based de-noising method, Short-Time Fourier Transform (STET) time-frequency analysis and accumulative ring-down count (ARC) of events were used to process and analyze digital infrasonic signals in order to investigate the characteristics of infrasonic emission (IE) event during rock micro fracture process. The experimental results indicate obvious infrasonic emission events before rock failure. The characteristic frequency typically ranges from about 2.0 to 8.0 Hz for the six kinds of rocks and it has no necessary relationship with structure or lithology. According to the ARC estimate, hard rocks (such as granite, limestone) can generate much more infrasonic emission events than soft ones (mudstone, phyllite), in other words, the brittle fracture is more prone to generate infrasonic signals. In addition, infrasound is an inaudible and low-attenuate signal that cannot be absorbed easily by water or air, and can propagate avoiding huge obstacles due to its long wavelength. The research results and the advantages of the infrasound will provide a beneficial supplement for our further studies on rock instability or rocky landslide in field combined with other advanced methods. (C) 2012 Elsevier Ltd. All rights reserved.	[Zhu, Xing; Xu, Qiang; Tang, Minggao] Chengdu Univ Technol, State Key Lab Geohazard Prevent & Geoenvironm Pro, Chengdu 610059, Peoples R China; [Zhou, Jianbin] Chengdu Univ Technol, Coll Automat Engn, Chengdu 610059, Peoples R China	Xu, Q (reprint author), Chengdu Univ Technol, State Key Lab Geohazard Prevent & Geoenvironm Pro, Chengdu 610059, Peoples R China.	xuqiang_68@126.com			Major State Basic Research Development Program of China (973 Program) [2008CB425801]; Program for Changjiang Scholars and Innovative Research Team by the Ministry of Education [IRT0812]	This work is supported by the Major State Basic Research Development Program of China (973 Program), project number: 2008CB425801. It is also supported by the Program for Changjiang Scholars and Innovative Research Team by the Ministry of Education (IRT0812). People assisting to finish this test are thanked sincerely. The authors also give great thanks to Patrick Wood and Dongmei Liu for their kind suggestions on language improvement. The comments and suggestions from editors and reviewers helping the improvement of the quality of this paper are appreciated very much by the authors.		21	6	12	6	23	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	1365-1609			INT J ROCK MECH MIN	Int. J. Rock Mech. Min. Sci.	JUN	2013	60						37	46		10.1016/j.ijrmms.2012.12.023		10	Engineering, Geological; Mining & Mineral Processing	Engineering; Mining & Mineral Processing	128XC	WOS:000317802000005		
J	Xu, SX; Zhang, XF; Liu, WW; Sun, YH; Zhang, HL				Xu, Shuxia; Zhang, Xinfeng; Liu, Weiwei; Sun, Yonghua; Zhang, Heliang			Reusable light-emitting-diode induced chemiluminescence aptasensor for highly sensitive and selective detection of riboflavin	BIOSENSORS & BIOELECTRONICS			English	Article						Light emitting diode; Chemiluminescence; Aptamer; Riboflavin	RESONANCE ENERGY-TRANSFER; SIGNAL AMPLIFICATION; CAPILLARY-ELECTROPHORESIS; CARDIOVASCULAR-DISEASE; SMALL MOLECULES; APTAMER; DNA; THROMBIN; BINDING; PROBE	A novel reusable chemiluminescence aptasensor was developed based on aptamer recognition coupled with light-emitting-diode induced chemiluminescence (LED-CL) detection. The sensing approach was based on the design that the model analyte riboflavin (Rf) in sample solutions was captured by the immobilized aptamers and then eluted simply with alkaline luminol solution to catalyze the CL reaction between luminol and dissolved oxygen under high power LED irradiation. This design allowed a very simple (branch-free) flow way for the CL sensing system. The CL intensity versus the Rf concentration was linear in the range from 0.03 to 5 ng mL(-1) with a limit of detection (LOD) down low to 8 pg mL(-1). Without renewing the aptamer, the relative standard deviation (RSD) for seven consecutive detections is 2.33%; the sensor also showed good stability without performance deterioration after > 100 times use. Up to 10000-fold of K+, Na+, Ca2+, Mg2+, and Fe3+, 5000-fold for glucose and bovine serum albumin, 1000-fold of uric acid, 1500-fold of ascorbic acid (added with Fe3+), 100-fold of flavin mononucleotide and 200-fold of flavin adenine dinucleotide caused no significant interference with the determination of 0.5 ng mL(-1) Rf. The sensor was applied for analysis of Rf in urine and food samples with the recovery of 94-103%. The advantages of reusability, simplicity, high sensitivity and selectivity provided by the LED-CL aptasensor will make it a good alternative tool for biological and food analysis. (C) 2012 Elsevier B.V. All rights reserved.	[Xu, Shuxia; Zhang, Xinfeng; Liu, Weiwei; Sun, Yonghua; Zhang, Heliang] Chengdu Univ Technol, Coll Mat & Chem & Chem Engn, Mineral Resources Chem Key Lab, Sichuan Higher Educ Inst, Chengdu 610059, Peoples R China	Zhang, XF (reprint author), Chengdu Univ Technol, Coll Mat & Chem & Chem Engn, Mineral Resources Chem Key Lab, Sichuan Higher Educ Inst, Chengdu 610059, Peoples R China.	zhangxinfeng09@cdut.cn			National Natural Science Foundation of China [21005010]; Natural Science Foundation of Education Department of Sichuan Province [10ZB089]; cultivating program of middle-aged backbone teachers of Chengdu University of Technology	The authors gratefully acknowledge the financial support from the National Natural Science Foundation of China (No. 21005010), the Natural Science Foundation of Education Department of Sichuan Province (10ZB089), and the cultivating program of middle-aged backbone teachers of Chengdu University of Technology.		35	9	9	7	114	ELSEVIER ADVANCED TECHNOLOGY	OXFORD	OXFORD FULFILLMENT CENTRE THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	0956-5663			BIOSENS BIOELECTRON	Biosens. Bioelectron.	MAY 15	2013	43						160	164		10.1016/j.bios.2012.12.012		5	Biophysics; Biotechnology & Applied Microbiology; Chemistry, Analytical; Electrochemistry; Nanoscience & Nanotechnology	Biophysics; Biotechnology & Applied Microbiology; Chemistry; Electrochemistry; Science & Technology - Other Topics	111ML	WOS:000316525300028	23298628	
J	Li, P; Niu, WX; Tian, XF; Gao, T; Wang, HY				Li, Peng; Niu, Wenxia; Tian, Xiaofeng; Gao, Tao; Wang, Hongyan			Ab Initio Molecular Dynamics Study of the Reaction of U+ and U2+ with H2O in the Gas Phase: Direct Classical Trajectory Calculations	JOURNAL OF PHYSICAL CHEMISTRY A			English	Article							POTENTIAL-ENERGY SURFACES; REACTION COORDINATE ANALYSIS; HESSIAN-BASED INTEGRATORS; BORN-OPPENHEIMER SURFACE; URANIUM IONS U+; ELECTRON LOCALIZATION; CROSSING SEAMS; ACTINIDE IONS; DENSITY; CHEMISTRY	The gas phase reactions of U+ and U2+ with H2O were investigated using an ab initio molecular dynamics method. All of the information along the minimum energy path were calculated with density functional theory (DFT) and coupled cluster methods. For U+ with H2O, the molecular dynamics simulations yield a branching ratio of 86% for the H-2 elimination channel to 14% for the H atomic elimination channel in agreement with the quadruple ion trap mass spectrometry (QIT/MS) experimental ratio of 91% to 9%. In the case of U2+ + H2O, there is a crossing of the potential energy surfaces (PES) after the first transition state. Crossing seams between the PES and possible spin inversion processes were studied by means of the intrinsic reaction coordinate (IRC) approach. For U2+ with H2O, all trajectories are corresponds to H atom elimination channel, this is consistent with the Fourier transform ion cyclotron resonance mass spectrometry (FTICR-MS) experimental results. The chemical bonding evolution along the reaction pathways was discussed by using topological methodologies of the electron localization function (ELF).	[Li, Peng; Gao, Tao] Sichuan Univ, Inst Atom & Mol Phys, Chengdu 610065, Peoples R China; [Niu, Wenxia] Sichuan Univ, Coll Phys Sci & Technol, Chengdu 610065, Peoples R China; [Tian, Xiaofeng] Chengdu Univ Technol, Coll Nucl Technol & Automat Engn, Chengdu 610059, Peoples R China; [Wang, Hongyan] Southwest Jiaotong Univ, Sch Phys Sci & Technol, Chengdu 610031, Peoples R China	Gao, T (reprint author), Sichuan Univ, Inst Atom & Mol Phys, Chengdu 610065, Peoples R China.	gaotao@scu.edu.cn						39	5	5	1	22	AMER CHEMICAL SOC	WASHINGTON	1155 16TH ST, NW, WASHINGTON, DC 20036 USA	1089-5639			J PHYS CHEM A	J. Phys. Chem. A	MAY 9	2013	117	18					3761	3770		10.1021/jp4006247		10	Chemistry, Physical; Physics, Atomic, Molecular & Chemical	Chemistry; Physics	143UC	WOS:000318892700006	23631397	
J	Xu, WJ; Xu, Q; Wang, YJ				Xu, Wen-Jie; Xu, Qiang; Wang, Yu-Jie			The mechanism of high-speed motion and damming of the Tangjiashan landslide	ENGINEERING GEOLOGY			English	Article						Wenchuan earthquake; Tangjiashan landslide; Landslide dam; Failure mechanism	TSAOLING LANDSLIDE; EARTHQUAKE; SIMULATION; TAIWAN	Understanding the mechanisms of landslide failure and resulting damming processes is crucial for constraining the hazard chain associated with landslide damming events. On May 12, 2008, the Wenchuan earthquake caused a large number of secondary hazardous events such as landslides and collapses, most of which occurred in high mountain gorges. In these areas, the sliding distance of landsides is often very short, and the landslides are often characterized by high speed, short distance, and damming. Using the Tangjiashan landslide damming events induced by the Wenchuan Earthquake as a model, this paper reconstructs the three dimensional failure and associated damming caused by the landslide based on a detailed geological investigation of the landslide area and using the dynamic finite element technique. The study proposes a four-stage model for the failure and damming process of the Tangjiashan landslide: earthquake induction and progressive destruction of the slide body, destruction and high-speed sliding of the slide body, slide body impact, disintegration, and river blockage for the formation of a damming body, and vibration compression. The average speed of the Tangjiashan landslide reached a maximum value of 22 m/s about 30 s after the earthquake, and the landslide reached stability about 60 s later. Crown Copyright (C) 2013 Published by Elsevier B.V. All rights reserved.	[Xu, Wen-Jie] Tsinghua Univ, Dept Hydraul Engn, State Key Lab Hydrosci & Hydraul Engn, Beijing 100084, Peoples R China; [Xu, Qiang] Chengdu Univ Technol, State Key Lab Geohazard Prevent & Geoenvironm Pro, Chengdu 610059, Peoples R China; [Wang, Yu-Jie] China Inst Water Resources & Hydropower Res, State Key Lab Simulat & Regulat Water Cycle River, Beijing 100038, Peoples R China	Xu, WJ (reprint author), Tsinghua Univ, Dept Hydraul Engn, State Key Lab Hydrosci & Hydraul Engn, Beijing 100084, Peoples R China.	wenjiexu@tsinghua.edu.cn; xq@cdut.edu.cn; wangyj@iwhr.com			Natural Science Foundation of China [51109117]; Independent research plan of Tsinghua university [20111081125]; Opening fund of State Key Laboratory of Geohazard Prevention and Geoenvironment Protection (Chengdu University of Technology) [SKLGP2011K015, GZ2007-10]; National Basic Research Program of China [201103013502, 201003732103]	The work presented in this paper was supported by the project of the "Natural Science Foundation of China (51109117)", "Independent research plan of Tsinghua university (20111081125)", "Opening fund of State Key Laboratory of Geohazard Prevention and Geoenvironment Protection (Chengdu University of Technology) (SKLGP2011K015, GZ2007-10)" and the "National Basic Research Program of China (201103013502, 201003732103)".		17	7	8	5	41	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0013-7952			ENG GEOL	Eng. Geol.	MAY 8	2013	157						8	20		10.1016/j.enggeo.2013.01.020		13	Engineering, Geological; Geosciences, Multidisciplinary	Engineering; Geology	135CH	WOS:000318263100002		
J	Ji, F; Lu, JF; Shi, YC; Chen, GQ				Ji, Feng; Lu, Junfu; Shi, Yuchuan; Chen, Guoqing			Prediction model of rock mass quality classification based on TBM boring parameters	DISASTER ADVANCES			English	Article						TBM; Rock Mass Quality Classification; Prediction Model; Boring parameters Jinping Hydropower Station		TBM is a fast, high-quality and secure tunneling method, When it works, which can feedback to the geological engineer massive boring parameters, including thrust, torque, rotation speed of the cutter head, driving speed, penetration and so on. It is very important to predict the rock mass quality of tunnel using these boring parameters which can reflect the geological condition of tunnel, especially to avoid serious damage of exposed tunnel when the cutter head advancing, to ensure the safety of the designer, to adjust the support measures timely. Meanwhile, this is a key technical problem in TBM construction technology. There are four buried deepest tunnel of the world in Jinping Hydropower Station. Among them, 2 tunnel diameter 13m excavated by TBM which produced respectively by Robinson and Herrenknecht AG. Through three years of continuous survey, A large number of geological data and TBM boring parameters has been collected. In this paper, through sensitivity analysis and fitting goodness analysis of TBM boring parameters and field surrounding rock classification. The results showed that(1) In predicting the classification of rock mass quality, if the regression equation is established and solely based on on TBM boring parameters, the fitting goodness is poor and the reliability is lower; (2) On the basis of TBM boring parameters, when the factor of rock strength is included, the score range of prediction model is wider, and the reliability of the prediction model is significantly improved; (3) Established a prediction model of rock mass quality classification: T (score) =-22.616+1.018*R-b +1.190*r -0.094*F (R-b-rock strength (MPa), r-cutting wheel rotation speed (RPM), F-propulsion (kN); (4) Through the verification of a length of 1600 m tunnel, prediction accuracy of the model reach 90.30%, it is valuable to further promote, and has the necessity of further validation and development.	[Ji, Feng; Lu, Junfu; Shi, Yuchuan; Chen, Guoqing] Chengdu Univ Technol, State Key Lab Geohazard Prevent & Geoenvironm Pro, Chengdu 610059, Peoples R China	Ji, F (reprint author), Chengdu Univ Technol, State Key Lab Geohazard Prevent & Geoenvironm Pro, Chengdu 610059, Peoples R China.	jeifens@163.com			State Key Laboratory of Geohazard Prevention and Geoenvironment Protection [SKLGP2011Z009]; National Natural Science Foundation of China [41002110]; Youth Training Fund [SKLGP2011Z012]	This project is supported by Independent Exploration Fund of State Key Laboratory of Geohazard Prevention and Geoenvironment Protection (SKLGP2011Z009), National Natural Science Foundation of China under Grant No. 41002110 and Youth Training Fund (SKLGP2011Z012). Thanks for the help.		20	0	0	2	13	DISASTER ADVANCES	INDORE	SECTOR AG-80, SCHEME NO 54, VIJAY NAGAR, A B RD, INDORE, 452010, INDIA	0974-262X			DISASTER ADV	Disaster Adv.	MAY	2013	6				2		265	274				10	Geosciences, Multidisciplinary; Meteorology & Atmospheric Sciences; Water Resources	Geology; Meteorology & Atmospheric Sciences; Water Resources	153VL	WOS:000319630500036		
J	Yang, JB; Yang, YG; Li, YJ; Tuo, XG; Li, Z; Cheng, Y; Mou, YF; Huang, WQ				Yang, J. B.; Yang, Y. G.; Li, Y. J.; Tuo, X. G.; Li, Z.; Cheng, Y.; Mou, Y. F.; Huang, W. Q.			Prompt gamma neutron activation analysis for multi-element measurement with series samples	LASER PHYSICS LETTERS			English	Article							PGNAA SYSTEM; PERFORMANCE; CF-252	The on-line prompt gamma neutron activation analysis (PGNAA) system is used to measure a series of prepared experimental samples to obtain the prompt characteristic gamma-rays of the elements Ca, Fe, Si, Al, Mg and S in the examples of SiO2, Al2O3, MgO, CaO (powder), CaO (block), CaCO3, Fe2O3, Fe3O4 and S. The gamma-ray energies are: Si, 3.54 or 4.93 MeV; Ca, 4.42 or 6.42 MeV; S, 5.42 MeV; Fe, 5.92 or 7.63 MeV. Meanwhile, the prompt gamma-rays of the main elements are measured in an experiment in which SiO2, Al2O3, MgO, CaO (powder), CaO (block), CaCO3, Fe2O3, Fe3O4 and S are blended to constitute a cement sample. The prompt gamma-rays of S will contribute more with increase in S mass, as known from the experiment concerning the prompt gamma-ray spectrum for different masses of S.	[Yang, J. B.; Yang, Y. G.; Li, Y. J.; Huang, W. Q.] Tsinghua Univ, Dept Engn Phys, Beijing 100084, Peoples R China; [Yang, J. B.; Li, Z.; Cheng, Y.] Chengdu Univ Technol, Chengdu 610059, Peoples R China; [Tuo, X. G.] Southwest Univ Sci & Technol, Mianyang 621000, Peoples R China; [Tuo, X. G.] State Key Lab Geohazard Prevent & Geoenvironm Pro, Chengdu 610059, Peoples R China; [Mou, Y. F.] China Acad Engn Phys, Mianyang 621900, Peoples R China; [Huang, W. Q.] Antichem Command & Engn Inst, Beijing 10220, Peoples R China	Yang, JB (reprint author), 5256 Box,1 Erxianqiao Dongsanlu, Chengdu 610059, Sichuan, Peoples R China.	yjb@cdut.edu.cn	yang, yangyigang/P-9371-2015	yang, yangyigang/0000-0003-0793-8918	National Natural Science Foundation for Distinguished Young Scholar [41025015]; National Natural Science Foundation of China [40974065]; National High Technology Research and Development Program of China [2012AA063501]; Basic Research for Application of Sichuan Province [2012JY0109]; China Postdoctoral Science Foundation [2012M520245]	The authors would like to thank the reviewers whose comments greatly improved the quality of the manuscript. This work was supported by the National Natural Science Foundation for Distinguished Young Scholar (41025015), the National Natural Science Foundation of China (40974065), National High Technology Research and Development Program of China (2012AA063501), the Basic Research for Application of Sichuan Province (2012JY0109), China Postdoctoral Science Foundation (2012M520245).		15	4	4	3	27	IOP PUBLISHING LTD	BRISTOL	TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND	1612-2011	1612-202X		LASER PHYS LETT	Laser Phys. Lett.	MAY	2013	10	5							056002	10.1088/1612-2011/10/5/056002		5	Optics; Physics, Applied	Optics; Physics	162DW	WOS:000320245900047		
J	Zeng, QL; Gao, S; Chelashaw, AK				Zeng, Qingle; Gao, Shan; Chelashaw, Allan Kipruto			Advances in Titanium-Catalyzed Synthesis of Chiral Sulfoxide Drugs	MINI-REVIEWS IN ORGANIC CHEMISTRY			English	Article						Titanium catalyst; asymmetric catalysis; sulfide oxidation; chiral sulfoxides; chiral drugs	ANTIMITOTIC CYCLIC-PEPTIDES; SCHIFF-BASE COMPLEXES; ASYMMETRIC OXIDATION; ENANTIOSELECTIVE SULFOXIDATION; KINETIC RESOLUTION; SULFIDE OXIDATION; USTILOXINS; MECHANISM; ESOMEPRAZOLE; BINAPHTHOL	Chiral sulfoxides are extensively used in synthesis of chiral drugs, total synthesis of natural products and organic synthesis. Among them, chiral sulfoxide drugs in market or under research mostly have nitrogen-containing substructures. In common titanium catalysts have better catalytic property in asymmetric oxidation of these nitrogen-containing sulfide precursors than other catalysts. The ligands of these titanium catalysts have tartarate, BINOL and other diols, salens and others. Proton pump inhibitors, anti-inflammatory drugs, anti-cancer drugs, antibiotics, platelet adhesion inhibitors, antipsychotic drugs, lipid regulators, potassium channel openers, neurokinin inhibitors and so on are valuable chiral sulfoxide drugs. The research advances of synthesis of various chiral sulfoxide drugs catalyzed by titanium are described in this review.	[Zeng, Qingle; Gao, Shan] Chengdu Univ Technol, Coll Mat & Chem & Chem Engn, Inst Green Catalysis & Synth, Chengdu 610059, Peoples R China; [Chelashaw, Allan Kipruto] Donghua Univ, State Key Lab Modificat Fibers & Polymer Mat, Shanghai 201600, Peoples R China	Zeng, QL (reprint author), Chengdu Univ Technol, Coll Mat & Chem & Chem Engn, Inst Green Catalysis & Synth, Chengdu 610059, Peoples R China.	qinglezeng@hotmail.com			Chengdu University of Technology	We appreciate the Incubation Program for Excellent Innovation Team of Chengdu University of Technology for financial support.		43	5	5	3	51	BENTHAM SCIENCE PUBL LTD	SHARJAH	EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, 1200 BR SHARJAH, U ARAB EMIRATES	1570-193X			MINI-REV ORG CHEM	Mini-Rev. Org. Chem.	MAY	2013	10	2					198	206				9	Chemistry, Organic	Chemistry	160ZM	WOS:000320159300008		
J	Li, YR; Huang, RQ; Chan, LS; Chen, J				Li, Yanrong; Huang, Runqiu; Chan, Lung S.; Chen, Jun			Effects of particle shape on shear strength of clay-gravel mixture	KSCE JOURNAL OF CIVIL ENGINEERING			English	Article						clay-gravel mixture; particle shape; particle surface smoothness; shear strength	BEHAVIOR	Soils containing gravel-sized particles attract much less attention from researchers than clay and sands, though they may be the most commonly encountered materials in geotechnical engineering practice, especially in mountainous area. Large direct shear tests are carried out in this study to investigate the shear behavior of such soil mixtures, with emphasis on influences of shape properties (symmetry and smoothness) of gravel particles. The tested samples are prepared by mixing kaolin and gravel-sized particles (2.0 mm < d < 15 mm) of different shapes at various volumetric proportions (40, 70 and 100%). Three types of gravel are used, i.e., glass beads, river cobbles and crushed granite fragments. The applied normal stresses is 150 kPa and the shearing rate is 0.006 mm/min. Results are presented in terms of shear dilatancy, and peak and constant volume friction angle. Based on the analysis of the test results, it is found: (1) increasing gravel content increases both peak and constant volume friction angle; (2) both particle symmetry (quantified by elongation) and surface smoothness (quantified by convexity) play an important role in peak and constant volume friction, though they work in different ways; (3) increasing convexity decreases constant volume friction angle, while increases peak friction angle; and (4) increasing elongation increases constant volume friction angle, but decreases peak friction angle.	[Li, Yanrong] Taiyuan Univ Technol, Coll Min Technol, Taiyuan 030024, Peoples R China; [Li, Yanrong] AGECON, Hong Kong, Hong Kong, Peoples R China; [Huang, Runqiu] Chengdu Univ Technol, State Key Lab Geohazard Prevent & Geoenvironm Pro, Chengdu 610059, Peoples R China; [Chan, Lung S.] Univ Hong Kong, Dept Earth Sci, Hong Kong, Hong Kong, Peoples R China; [Chen, Jun] Guizhou Univ, Coll Resources & Environm Engn, Guiyang 550000, Peoples R China	Li, YR (reprint author), Taiyuan Univ Technol, Coll Min Technol, Taiyuan 030024, Peoples R China.	li.dennis@hotmail.com; hrq@cdut.edu.cn; chanls@hku.hk; re.cheny@gzu.edu.cn			Opening Fund of State Key Laboratory of Geohazard Prevention and Geoenvironment Protection (Chengdu University of Technology) [SKLGP2012K034]	This research was partially supported by Opening Fund of State Key Laboratory of Geohazard Prevention and Geoenvironment Protection (Chengdu University of Technology) (SKLGP2012K034).		17	6	7	3	39	KOREAN SOCIETY OF CIVIL ENGINEERS-KSCE	SEOUL	50-7 OGUM-DONG, SONGPA-KU, SEOUL, 138-857, SOUTH KOREA	1226-7988			KSCE J CIV ENG	KSCE J. Civ. Eng.	MAY	2013	17	4					712	717		10.1007/s12205-013-0003-z		6	Engineering, Civil	Engineering	140XY	WOS:000318691000013		
J	Zeng, M; Ettensohn, FR; Wilhelm, WB				Zeng, Min; Ettensohn, Frank R.; Wilhelm, W. Brent			Upper Mississippian (Lower Carboniferous) carbonate stratigraphy and syndepositional faulting reveal likely Ouachita flexural forebulge effects, eastern Kentucky, USA	SEDIMENTARY GEOLOGY			English	Article						Mississippian carbonates; Stratigraphic sequences; Basement structures; Syndepositional faulting; Ouachita Orogeny; Forebulge migration	FORELAND-BASIN; UNITED-STATES; NORTH-AMERICA; APPALACHIAN FORELAND; FLEXED FORELAND; SOUTH-AFRICA; INTERIOR; SYSTEMS; DEFORMATION; EVOLUTION	Stratigraphic analysis of late Middle to early Late Mississippian (Early Carboniferous; late Meramecian-early Chesterian) carbonates in east-central and northeastern Kentucky, U.S.A., shows six unconformity-bound sequences. The earliest, late Meramecian, St. Louis sequence shows a relatively uniform distribution and a typical eastward Appalachian gradient along the ENE-trending outcrop belt on the western margin of the Appalachian Basin. However, abrupt uplift and exposure of deeper water St. Louis deposits, indicated by erosional thinning and well-developed exposure features, at the Meramecian-Chesterian transition signal inception of regional early Chesterian uplift that intensively altered the nature and distribution of the five overlying early Chesterian carbonate sequences. Uplift was related to the syndepositional reactivation of WNW-trending basement faults that broke up the St. Louis platform and generated a mosaic-like distribution of the overlying five sequences due to structurally related erosional incision and paleoslope change to the southwest. These early Chesterian events coincide with a major phase of northeast-directed Ouachita Orogeny on the southern margin of Laurussia and concomitant forebulge migration to the ENE. Modeling of regional stress distribution, as well as timing and location during bulge migration, strongly indicate that a migrating Ouachita bulge reactivated basement structures and generated the noted stratigraphic anomalies in eastern Kentucky and nearby areas. The likelihood of low-amplitude flexural waves, like the Ouachita bulge, migrating across areas where they were not previously considered, has major implications for understanding structural, stratigraphic, and eustatic anomalies in supposedly stable cratonic areas far removed from active tectonism. (C) 2013 Elsevier B.V. All rights reserved.	[Zeng, Min] Chengdu Univ Technol, Coll Earth Sci, Dept Resource Explorat Engn, Chengdu 610059, Peoples R China; [Zeng, Min] Chengdu Univ Technol, State Key Lab Oil & Gas Reservoir Geol & Exploita, Chengdu 610059, Peoples R China; [Ettensohn, Frank R.] Univ Kentucky, Dept Earth & Environm Sci, Lexington, KY 40506 USA; [Wilhelm, W. Brent] Terra Guidance, Loma, CO 81524 USA	Zeng, M (reprint author), Chengdu Univ Technol, Coll Earth Sci, Dept Resource Explorat Engn, Chengdu 610059, Peoples R China.	zengmin.inter@gmail.com			State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation, Chengdu University of Technology [PLC201206]; China Scholarship Council	We wish to thank Malcolm Wallace and an anonymous reviewer for their help in improving the manuscript. This study was supported by the Open Fund Project PLC201206 of State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation, Chengdu University of Technology. Min Zeng's work in Kentucky, U.S.A. was supported by China Scholarship Council.		74	1	1	3	9	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0037-0738			SEDIMENT GEOL	Sediment. Geol.	MAY 1	2013	289						99	114		10.1016/j.sedgeo.2013.02.007		16	Geology	Geology	143AD	WOS:000318837800006		
